"gene_symbol","entrez_id","kegg_gene_id","pathway_id","pathway_name","pathway_class","pathway_description","route_major_class","route_subclass","compound_id","compound_name"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14772","5,6-DHET"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14773","8,9-DHET"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14774","11,12-DHET"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14775","14,15-DHET"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14812","12(R)-HPETE"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14820","11(R)-HPETE"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14821","9(S)-HPETE"
"ALOX15","246","hsa:246","hsa04726","Serotonergic synapse - Homo sapiens (human)","Organismal Systems; Nervous system","Serotonin (5-Hydroxytryptamine, 5-HT) is a monoamine neurotransmitter that plays important roles in physiological functions such as learning and memory, emotion, sleep, pain, motor function and endocrine secretion, as well as in pathological states including abnormal mood and cognition. Once released from presynaptic axonal terminals, 5-HT binds to receptors, which have been divided into 7 subfamilies on the basis of conserved structures and signaling mechanisms. These families include the ionotropic 5-HT3 receptors and G-protein-coupled 5-HT receptors, the 5-HT1 (Gi /Go -coupled), 5-HT2(Gq-coupled), 5-HT4/6/7 (Gs-coupled) and 5-HT5 receptors. Presynaptically localized 5-HT1B receptors are thought to be the autoreceptors that suppress excess 5-HT release. 5-HT's actions are terminated by transporter- mediated reuptake into neurons, leading to catabolism by monoamine oxidase.","Organismal Systems","Nervous system","C14823","8(S)-HPETE"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00011","CO2"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00014","Ammonia"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00025","L-Glutamate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00026","2-Oxoglutarate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00049","L-Aspartate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00062","L-Arginine"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00064","L-Glutamine"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00077","L-Ornithine"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00086","Urea"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00122","Fumarate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00169","Carbamoyl phosphate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00288","HCO3-"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00327","L-Citrulline"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00437","N-Acetylornithine"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00624","N-Acetyl-L-glutamate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01010","Urea-1-carboxylate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01250","N-Acetyl-L-glutamate 5-semialdehyde"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03406","N-(L-Arginino)succinate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C04133","N-Acetyl-L-glutamate 5-phosphate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C15532","N-Acetyl-L-citrulline"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C20948","LysW-L-glutamate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C20949","LysW-L-glutamyl 5-phosphate"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C20950","LysW-L-glutamate 5-semialdehyde"
"ARG1","383","hsa:383","hsa00220","Arginine biosynthesis - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C20951","LysW-L-ornithine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00012","Peptide"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00019","S-Adenosyl-L-methionine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00022","Pyruvate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00025","L-Glutamate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00048","Glyoxylate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00062","L-Arginine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00077","L-Ornithine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00086","Urea"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00134","Putrescine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00148","L-Proline"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00179","Agmatine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00213","Sarcosine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00223","p-Coumaroyl-CoA"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00300","Creatine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00315","Spermidine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00334","4-Aminobutanoate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00406","Feruloyl-CoA"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00431","5-Aminopentanoate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00436","N-Carbamoylputrescine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00441","L-Aspartate 4-semialdehyde"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00533","Nitric oxide"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00555","4-Aminobutyraldehyde"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00581","Guanidinoacetate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00750","Spermine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00763","D-Proline"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00791","Creatinine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00884","Homocarnosine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C00986","1,3-Diaminopropane"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01035","4-Guanidinobutanoate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01043","N-Carbamoylsarcosine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01110","5-Amino-2-oxopentanoic acid"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01137","S-Adenosylmethioninamine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01157","Hydroxyproline"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01165","L-Glutamate 5-semialdehyde"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01250","N-Acetyl-L-glutamate 5-semialdehyde"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C01682","Nopaline"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C02305","Phosphocreatine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C02565","N-Methylhydantoin"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C02647","4-Guanidinobutanal"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C02714","N-Acetylputrescine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C02946","4-Acetamidobutanoate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03078","4-Guanidinobutanamide"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03166","Phosphoguanidinoacetate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03287","L-Glutamyl 5-phosphate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03296","N2-Succinyl-L-arginine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03375","Norspermidine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03415","N2-Succinyl-L-ornithine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03564","1-Pyrroline-2-carboxylate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03771","5-Guanidino-2-oxopentanoate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C03912","(S)-1-Pyrroline-5-carboxylate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C04137","Octopine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C04281","L-1-Pyrroline-3-hydroxy-5-carboxylate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05147","trans-3-Hydroxy-L-proline"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05931","N-Succinyl-L-glutamate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05932","N-Succinyl-L-glutamate 5-semialdehyde"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05933","N(omega)-Hydroxyarginine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05936","N4-Acetylaminobutanal"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05938","L-4-Hydroxyglutamate semialdehyde"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05945","L-Arginine phosphate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05946","(4R)-4-Hydroxy-2-oxoglutarate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C05947","L-erythro-4-Hydroxyglutamate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C10497","Feruloylputrescine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C15699","gamma-L-Glutamylputrescine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C15700","gamma-Glutamyl-gamma-aminobutyraldehyde"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C15767","4-(L-gamma-Glutamylamino)butanoate"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C18172","Carboxyspermidine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C18174","Carboxynorspermidine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C18326","p-Coumaroylputrescine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C19706","cis-3-Hydroxy-L-proline"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C20560","N1-(3-Aminopropyl)agmatine"
"ARG1","383","hsa:383","hsa00330","Arginine and proline metabolism - Homo sapiens (human)","Metabolism; Amino acid metabolism",NA,"Metabolism","Amino acid metabolism","C22886","N1-[(S)-3-amino-3-carboxypropyl]agmatine"
"ARG1","383","hsa:383","hsa01100","Metabolic pathways - Homo sapiens (human)","Unclassified",NA,"Unclassified","Unclassified",NA,NA
"ARG1","383","hsa:383","hsa01230","Biosynthesis of amino acids - Homo sapiens (human)","Unclassified","This map presents a modular architecture of the biosynthesis pathways of twenty amino acids, which may be viewed as consisting of the core part and its extensions. The core part is the KEGG module for conversion of three-carbon compounds from glyceraldehyde-3P to pyruvate [MD:M00002], together with the pathways around serine and glycine. This KEGG module is the most conserved one in the KEGG MODULE database and is found in almost all the completely sequenced genomes. The extensions are the pathways containing the reaction modules RM001, RM033, RM032, and RM002 for biosynthesis of branched-chain amino acids (left) and basic amino acids (bottom), and the pathways for biosynthesis of histidine and aromatic amino acids (top right). It is interesting to note that the so-called essential amino acids that cannot be synthesized in human and other organisms generally appear in these extensions. Furthermore, the bottom extension of basic amino acids appears to be most divergent containing multiple pathways for lysine biosynthesis and multiple gene sets for arginine biosynthesis.","Unclassified","Unclassified",NA,NA
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00002","ATP"
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00003","NAD+"
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00019","S-Adenosyl-L-methionine"
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00031","D-Glucose"
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00062","L-Arginine"
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00073","L-Methionine"
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00075","UTP"
"ARG1","383","hsa:383","hsa04148","Efferocytosis - Homo sapiens (human)","Cellular Processes; Transport and catabolism",NA,"Cellular Processes","Transport and catabolism","C00077","L-Ornithine"
